X[m]	Nd[m^-3]	ux[m/s]	uy[m/s]	uz[m/s]	u2x[(m/s)^2]	u2y[(m/s)^2]	u2z[(m/s)^2]	Ttrx[K]	Ttry[K]	Ttrz[K]	Ttr[K]
0	1.94261e+24	-15.4197	13.2386	0.794855	96454.4	106500	101673	381.175	425.756	333.312	380.081
1.44727e-07	1.99759e+24	36.258	-60.2936	-11.7908	105193	104267	115284	419.865	365.824	375.067	386.919
2.89454e-07	2.16253e+24	-42.0096	8.69564	-27.8049	111307	90217.7	113532	364.274	370.15	445.261	393.228
4.3418e-07	1.83266e+24	13.4586	28.5939	28.8356	99411.8	94289.1	95242.9	352.928	358.544	366.007	359.16
5.78907e-07	2.08923e+24	-3.14985	24.3769	-17.243	108167	103108	109424	399.408	417.164	388.609	401.727
7.23634e-07	2.39162e+24	16.4187	-22.9751	-31.3409	121096	92099.7	88477.4	473.404	337.299	350.57	387.091
8.68361e-07	2.29998e+24	39.149	-20.9596	-4.48332	117270	105572	113735	426.857	352.359	411.776	396.997
1.01309e-06	2.20835e+24	-47.5054	15.0406	19.6119	117681	107477	99110	431.565	429.293	401.343	420.734
1.15781e-06	2.14421e+24	-39.6459	-37.5406	-37.725	119412	98384.8	98271.2	430.363	359.323	371.757	387.148
1.30254e-06	2.3458e+24	4.04096	-4.20596	-9.88323	101368	104534	112170	371.977	403.184	383.035	386.065
1.44727e-06	2.25417e+24	29.3554	-21.5053	4.99481	98407.1	98666.3	89105.7	391.887	347.095	334.012	357.665
1.59199e-06	2.21751e+24	33.664	7.31509	-9.29059	104810	108282	80501.7	413.167	425.731	304.204	381.034
1.73672e-06	2.28166e+24	-25.9472	-4.31905	29.1197	93596.7	107306	108941	351.277	364.191	428.252	381.24
1.88145e-06	2.04341e+24	4.49098	-3.97807	32.7825	98658.5	89359.9	89187.8	336.983	298.52	341.651	325.718
2.02617e-06	2.08006e+24	-16.9117	-19.9165	-38.7786	73946	124602	113635	270.933	445.505	406.405	374.281
2.1709e-06	2.19002e+24	9.6905	14.43	8.17136	102869	110398	84295.4	389.767	398.323	321.831	369.974
2.31563e-06	2.02508e+24	-11.4161	36.1569	9.14123	103992	93355.6	112151	366.295	362.454	400.033	376.261
2.46036e-06	2.01592e+24	-6.79861	-10.7886	-4.35419	92615.2	96161.1	101523	376.845	356.135	390.706	374.562
2.60508e-06	2.27249e+24	-43.6358	-0.195819	3.47994	94398.7	85808.7	99630	365.604	319.87	358.871	348.115
2.74981e-06	2.15337e+24	4.21551	-20.5987	-33.056	113329	98446.2	115051	460.03	363.216	422.433	415.226
2.89454e-06	1.94261e+24	51.7973	42.4379	4.05736	95044	101956	106856	300.263	331.194	318.704	316.72
3.03926e-06	2.43743e+24	26.2021	-2.38212	-20.5333	94420	104069	105852	391.647	388.549	409.435	396.544
3.18399e-06	1.98843e+24	4.67028	-15.1417	14.3796	111704	110694	93810.1	367.212	455.243	350.923	391.126
3.32872e-06	2.23584e+24	10.6281	25.6348	-56.6473	87818.9	105984	96177.7	310.947	354.916	364.298	343.387
3.47344e-06	2.29998e+24	34.9563	-11.82	-54.6301	118548	92404.1	101311	470.507	386.147	359.419	405.358
3.61817e-06	2.0709e+24	1.5555	17.8796	-8.6651	103729	99478.9	96513.5	386.14	388.229	335.613	369.994
3.7629e-06	2.245e+24	1.26442	4.46747	3.40423	102859	104234	122024	438.718	395.635	514.599	449.651
3.90762e-06	2.40994e+24	-12.1651	12.631	3.13149	105472	110463	104434	424.477	424.648	430.395	426.506
4.05235e-06	2.19002e+24	-68.4548	-15.7566	14.9684	124296	100892	102989	429.495	396.246	404.668	410.136
4.19708e-06	1.97927e+24	-41.1836	-12.8088	21.9014	86342	98737.7	99552.1	281.596	365.652	396.559	347.936
4.3418e-06	2.38245e+24	-18.2028	31.5167	-19.4323	100264	88022.2	96292.3	386.616	349.63	387.899	374.715
4.48653e-06	2.01592e+24	5.34701	-1.37069	8.43452	116027	96418.2	104081	393.398	407.598	374.23	391.742
4.63126e-06	2.35496e+24	10.4173	-26.4541	32.4792	124226	93708.1	111548	477.617	350.973	415.803	414.798
4.77598e-06	2.40994e+24	-1.38669	-45.3839	-6.20002	110331	95483.4	122357	424.945	370.805	522.428	439.393
4.92071e-06	2.19002e+24	26.1505	0.680468	7.81868	100973	91404.4	107778	370.315	364.148	394.964	376.476
5.06544e-06	2.09839e+24	-8.91163	-74.2071	19.136	104400	119053	97194.7	367.04	416.365	374.163	385.856
5.21016e-06	2.3458e+24	-27.2053	-22.6225	-19.8745	96495.7	87068.8	85875.1	384.502	315.071	354.464	351.346
5.35489e-06	2.19919e+24	22.3961	-32.1274	-25.5035	87273.6	94615.5	106255	365.973	344.65	394.761	368.461
5.49962e-06	2.42827e+24	-15.3694	-13.8973	10.9597	109819	122006	100370	447.743	493.512	395.833	445.696
5.64434e-06	2.5199e+24	-4.70581	-29.8717	23.9034	108522	87513	96048.8	423.981	356.909	411.674	397.522
5.78907e-06	2.3458e+24	-11.7867	-19.2504	-5.96725	102539	111660	93112.9	384.218	434.651	347.472	388.78
5.9338e-06	2.21751e+24	-1.3959	-16.8883	26.6731	104204	97283.1	110440	410.912	401.135	448.627	420.225
6.07852e-06	2.47409e+24	29.8302	40.4218	52.4999	91537.8	115257	112810	327.849	380.388	311.782	340.007
6.22325e-06	2.40078e+24	-1.49961	18.1999	13.2062	109108	100108	93636.7	424.997	384.595	346.039	385.21
6.36798e-06	2.32747e+24	-14.0091	21.1362	-2.64901	105454	110816	91399	412.244	419.293	345.497	392.345
6.5127e-06	2.27249e+24	2.163	-25.8961	-14.8765	91067.6	84275.3	95168.3	332.438	326.485	358.07	338.998
6.65743e-06	2.04341e+24	46.8796	9.26046	-20.8639	114412	109663	95177.6	474.444	356.406	364.042	398.297
6.80216e-06	2.13504e+24	9.34677	25.9024	-13.2328	85999.8	86358.4	99948.6	344.302	319.546	387.631	350.493
6.94689e-06	2.28166e+24	5.03416	-2.46386	21.2563	79802.1	107500	114461	307.172	360.038	389.261	352.157
7.09161e-06	2.20835e+24	-9.78148	-4.39165	-17.5979	98761.2	96309.9	91745.9	393.29	283.582	303.965	326.946
7.23634e-06	2.19919e+24	5.14494	23.1594	13.897	91811.4	102282	106799	355.804	382.211	366.529	368.181
7.38107e-06	2.29998e+24	22.0265	10.4568	7.75632	101073	116502	82462.1	383.157	422.482	320.599	375.413
7.52579e-06	2.30915e+24	-43.7801	-28.3198	2.82102	99489.2	109307	106516	392.257	400.734	450.475	414.489
7.67052e-06	2.28166e+24	35.9492	55.6906	-10.032	100367	88186	98520.5	383.168	298.951	397.494	359.871
7.81525e-06	2.22668e+24	-1.09362	41.0145	-28.7762	101398	108041	105410	362.482	432.941	396.27	397.231
7.95997e-06	2.11672e+24	11.4813	-24.0777	-9.8458	123195	103447	118521	388.24	369.736	472.825	410.267
8.1047e-06	2.09839e+24	1.73418	-11.3887	35.694	89804.8	102376	132239	377.379	367.133	384.477	376.33
8.24943e-06	2.40994e+24	6.69874	-12.9146	14.1229	87842.8	95993.5	109968	348.611	390.009	431.47	390.03
8.39415e-06	2.23584e+24	-14.4602	-36.2667	18.823	93151.2	113169	82806.3	391.99	425.637	318.054	378.561
8.53888e-06	2.27249e+24	-8.80537	-10.8672	-21.2665	118091	95664.5	108850	484.327	369.989	425.119	426.478
8.68361e-06	1.94261e+24	9.15627	-25.297	48.2243	100790	121111	118530	363.168	378.842	459.921	400.644
8.82833e-06	2.65735e+24	18.643	18.1528	-59.4876	102971	78793.7	99431.1	399.401	305.979	358.442	354.608
8.97306e-06	2.29998e+24	21.4734	-28.0713	-19.3302	92434.8	87027.5	92392.8	382.31	342.898	376.609	367.272
9.11779e-06	2.31831e+24	-8.67955	-5.2714	-34.0487	96517.9	82403.5	100859	368.499	316.203	364.466	349.723
9.26251e-06	2.54739e+24	-36.2515	0.686426	20.0983	83861.4	75328.4	93703.9	338.57	296.613	384.408	339.863
9.40724e-06	2.19919e+24	-23.3088	-17.4588	9.0403	91108.5	87419.7	93000.5	326.434	336.408	359.938	340.926
9.55197e-06	2.50157e+24	4.8529	17.2627	13.8515	114002	99445.2	91938.5	481.846	388.807	364.912	411.855
9.69669e-06	1.9701e+24	-14.5945	-20.3812	-19.3924	101288	90384.7	82122.9	372.366	258.353	273.788	301.502
9.84142e-06	2.13504e+24	2.26326	-28.4136	19.6529	85346.3	101401	103019	334.458	390.527	412.605	379.197
9.98615e-06	2.15337e+24	23.5686	36.8953	12.6161	95376.7	87631.7	78335.4	367.176	328.419	296.134	330.576
1.01309e-05	2.02508e+24	-2.49655	-22.0512	-22.9538	103213	93623.4	106163	412.605	357.886	402.811	391.101
1.02756e-05	2.26333e+24	42.2933	24.8795	-38.0711	87256.7	95469.4	94962.6	322.137	375.514	409.726	369.126
1.04203e-05	2.28166e+24	35.8195	-45.6394	-9.79432	85452.7	86680.8	98415.4	318.783	355.925	402.497	359.068
1.05651e-05	2.26333e+24	-1.89164	-28.0544	-29.1141	107993	109676	104478	408.514	388.794	349.34	382.216
1.07098e-05	2.43743e+24	-10.4659	16.9452	6.81893	98902.3	92643.8	92333.1	426.713	371.35	355.173	384.412
1.08545e-05	2.40078e+24	-25.1952	-21.323	-12.3642	91621.6	95756.7	90865.6	377.77	378.087	375.104	376.987
1.09992e-05	2.19002e+24	13.513	-8.43099	-60.8207	85427.6	90393.5	101869	328.387	329.98	345.75	334.706
1.1144e-05	2.18086e+24	18.4506	16.5373	-17.8364	98565.1	83461.7	97315.1	397.004	300.552	308.298	335.284
1.12887e-05	2.26333e+24	-63.7864	0.0230453	2.54071	119822	92240.4	90997.2	345.561	315.527	341.238	334.109
1.14334e-05	2.47409e+24	14.4107	49.0298	-11.8837	76917	98688.8	101348	299.956	364.966	370.78	345.234
1.15781e-05	2.46492e+24	-9.29884	1.61692	25.5618	112669	74203.8	110388	433.708	266.814	442.671	381.065
1.17229e-05	1.96094e+24	-24.5206	-45.1606	-37.7337	108396	99301.8	97089.2	308.853	327.628	371.478	335.987
1.18676e-05	2.0709e+24	3.96798	20.5664	2.93584	90793	107505	92523.7	385.326	379.498	394.729	386.518
1.20123e-05	2.27249e+24	-27.7691	43.6677	-3.0097	101910	99755.4	104475	411.166	395.918	390.233	399.105
1.2157e-05	2.245e+24	-11.6348	0.986717	-0.952983	109962	82844.4	110657	388.906	312.225	397.528	366.219
1.23018e-05	2.08923e+24	15.3042	-35.0448	0.704218	81323.2	111043	102692	318.438	419.705	357.657	365.267
1.24465e-05	2.37329e+24	-22.4269	-20.87	21.8959	94150.2	99517.8	96451.8	330.081	401.926	393.324	375.11
1.25912e-05	2.12588e+24	12.0761	21.5207	-80.5615	89083	96294	104429	367.225	366.828	402.222	378.758
1.2736e-05	2.21751e+24	10.9956	19.5553	4.34643	85029.3	86496.2	79524.6	357.469	332.947	295.167	328.527
1.28807e-05	2.28166e+24	-24.2332	42.1769	31.5179	111291	102095	99652.7	460.692	392.5	387.206	413.466
1.30254e-05	2.245e+24	-20.1614	-6.43984	25.2431	129439	98644	90233.7	481.251	359.241	353.179	397.89
1.31701e-05	2.29082e+24	31.3227	-22.2257	3.90222	114794	84366.5	106789	414.743	333.425	432.143	393.437
1.33149e-05	2.39162e+24	7.10151	13.8454	49.7594	107497	84430.7	104058	390.552	337.746	337.968	355.422
1.34596e-05	2.65735e+24	-20.6842	-9.97137	7.30644	84851.8	104968	85887.6	334.014	414.023	357.919	368.652
1.36043e-05	2.27249e+24	3.81432	19.8563	-19.4486	89382	99149.8	109911	360.269	394.745	438.714	397.909
1.3749e-05	2.27249e+24	-0.177066	11.4173	14.3102	87250.2	95815.3	85971.4	337.19	389.633	353.717	360.18
1.38938e-05	2.18086e+24	24.2303	-25.2454	-2.52726	114457	102228	84079.5	439.909	387.282	307.484	378.225
1.40385e-05	2.27249e+24	-13.4813	19.1092	-12.1497	92242.4	91846.2	85060.7	366.274	343.89	320.022	343.395
1.41832e-05	2.39162e+24	3.21512	24.6733	7.52198	96231.9	89560.7	84615.8	362.754	356.9	364.117	361.257
1.4328e-05	2.31831e+24	-21.4824	-0.226341	-18.1861	85951.1	96433.6	81511.4	348.853	397.632	308.047	351.511
1.44727e-05	2.27249e+24	-20.4644	27.379	24.1365	94230	111385	99036.2	380.623	434.565	373.781	396.323
1.46174e-05	2.29082e+24	-9.17762	-15.8888	-4.44357	85873.9	92352	103753	346.485	330.699	400.299	359.161
1.47621e-05	2.48325e+24	-26.0094	-1.37755	1.83389	126001	83271.7	98937.9	415.29	349.458	383.181	382.643
1.49069e-05	2.25417e+24	-13.9435	-27.3645	33.1365	81850.4	87620.8	80991.9	300.048	294.588	297.548	297.394
1.50516e-05	2.66651e+24	-7.75281	-12.7101	21.999	110444	96965.3	93952.8	407.562	385.147	396.552	396.42
1.51963e-05	2.31831e+24	16.3754	-26.9693	18.4469	92010.2	102568	95025.1	340.973	387.204	367.833	365.337
1.5341e-05	2.54739e+24	26.4415	0.637689	-24.1414	95591.7	84993.1	100499	397.634	329.158	404.814	377.202
1.54858e-05	2.29998e+24	-5.28841	3.14869	19.4504	101569	95283.9	83730.8	407.305	358.673	329.522	365.167
1.56305e-05	2.11672e+24	-12.5562	-24.7629	27.4525	73609.8	109923	114998	278.527	387.682	426.067	364.092
1.57752e-05	2.52906e+24	18.2148	5.51822	-13.6745	103725	91883.4	93851	409.608	366.894	393.891	390.131
1.59199e-05	2.41911e+24	32.6566	-15.6094	-5.72567	100820	91901.1	103169	391.705	363.583	445.715	400.334
1.60647e-05	2.49241e+24	3.31144	-3.37973	-16.9654	93832.2	80443.2	93672.6	394.533	341.778	388.985	375.099
1.62094e-05	2.59321e+24	20.023	10.9566	-5.34276	94807.6	92618.7	95917.6	358.866	385.731	379.304	374.634
1.63541e-05	2.28166e+24	-3.76039	18.6798	16.0697	101867	94337.8	101879	425.839	360.096	330.05	371.995
1.64989e-05	2.11672e+24	20.7929	18.0182	-4.24345	93054.8	71162	86005.4	340.849	282.323	322.442	315.205
1.66436e-05	2.13504e+24	26.5299	-12.0295	-14.4515	98843.6	80222.5	87241.7	339.987	316.463	351.429	335.959
1.67883e-05	2.30915e+24	16.6848	-2.30711	-10.416	99178.1	106325	99055.3	355.622	412.274	379.626	382.507
1.6933e-05	2.245e+24	1.72602	32.3731	28.7597	102960	94438.1	73204.5	367.48	357.798	301.002	342.093
1.70778e-05	2.55655e+24	61.6711	25.1789	-22.1196	95237.8	97671.6	85469.3	350.095	329.497	374.767	351.453
1.72225e-05	2.245e+24	0.523596	-13.7935	16.7206	90856.5	91918.2	80505.2	368.195	370.534	293.752	344.16
1.73672e-05	2.3458e+24	-18.382	-12.5807	-3.54988	77180.7	77324.7	133735	313.844	310.203	442.254	355.434
1.75119e-05	2.55655e+24	18.2504	-31.7116	16.6851	89235.5	81009.2	108003	350.937	332.133	438.366	373.812
1.76567e-05	2.19919e+24	50.9757	16.9444	10.0611	88079.5	86076.6	98304	335.216	313.11	304.501	317.609
1.78014e-05	2.62986e+24	10.642	-3.6983	12.4621	94548.3	88095.1	94782.7	383.278	368.625	393.364	381.755
1.79461e-05	2.50157e+24	15.8486	-3.95476	0.300741	95025.2	94159	110250	351.932	384.285	413.186	383.134
1.80908e-05	2.13504e+24	-41.2535	-19.2764	17.8757	96384.9	112496	87640.7	360.661	425.031	342.046	375.913
1.82356e-05	2.32747e+24	45.3051	24.8815	-18.0289	96715.1	94958.8	92499.8	397.839	347.712	376.75	374.101
1.83803e-05	2.49241e+24	-6.29081	1.24025	-31.9043	89099.1	93218.3	77573.2	356.303	359.214	281.431	332.316
1.8525e-05	2.72149e+24	17	-20.4266	38.0024	94210.5	91762.9	98735.5	370.755	394.901	376.287	380.648
1.86698e-05	2.29082e+24	58.042	-33.9274	9.27087	91915	81695.4	98116	328.882	301.822	386.252	338.985
1.88145e-05	2.52906e+24	-14.007	-11.5773	-42.1894	84742	89292.2	104285	354.855	359.007	326.265	346.709
1.89592e-05	2.40078e+24	13.5186	2.30434	19.6417	96157.1	89976.6	106412	376.873	372.472	444.176	397.84
1.91039e-05	2.35496e+24	-16.9101	-39.0191	-30.2973	91861.1	104437	109028	338.199	372.394	366.95	359.181
1.92487e-05	2.31831e+24	18.2089	-16.7486	9.02434	99985.4	98603.8	93698.2	327.317	356.168	356.825	346.77
1.93934e-05	2.4466e+24	12.7364	15.0892	-36.489	82012.1	100720	92261.2	340.751	407.877	355.965	368.198
1.95381e-05	2.5199e+24	-6.59412	-14.2618	-9.09813	87058.1	89987.7	88674.2	356.88	336.441	333.686	342.336
1.96828e-05	2.43743e+24	-2.46959	-6.80132	5.41011	97813.7	94520.1	102755	430.535	381.153	399.071	403.586
1.98276e-05	2.29082e+24	12.1462	14.4025	26.3673	92230.2	87678.5	93120.6	340.044	363.032	350.867	351.315
1.99723e-05	2.25417e+24	24.4775	-12.4987	-11.1017	84807.5	82618.3	90492.8	316.146	322.358	353.669	330.724
2.0117e-05	2.25417e+24	18.6711	-0.346376	-32.0282	126110	96999.8	90436.1	468.541	341.916	370.141	393.533
2.02617e-05	2.13504e+24	7.26191	-3.74141	34.4321	76835	74600.2	100659	308.58	286.989	312.779	302.783
2.04065e-05	2.65735e+24	-6.91625	17.6273	-10.7436	100614	86928	83069.9	358.244	347.988	323.319	343.184
2.05512e-05	2.29082e+24	24.2639	6.87791	16.7213	104033	113948	98995.5	418.426	474.087	376.37	422.961
2.06959e-05	2.68484e+24	24.5298	2.11237	1.55126	80748.3	94254.5	91429.8	334.926	373.517	364.788	357.744
2.08407e-05	2.26333e+24	-36.0027	21.4382	-3.51799	102199	82506.7	89763.6	387.308	310.571	372.53	356.803
2.09854e-05	2.68484e+24	33.7895	3.98893	-23.5054	94427.6	80624	88705.3	371.522	328.684	339.742	346.649
2.11301e-05	2.49241e+24	-9.39246	20.0233	-26.4062	84072.6	95729.1	77763.7	334.433	407.153	328.486	356.691
2.12748e-05	2.65735e+24	-38.9797	1.13325	19.1431	96107.3	95082.7	93919.8	356.583	374.417	353.25	361.417
2.14196e-05	2.57488e+24	-24.4666	19.9196	9.43652	96814.2	103627	81449.8	385.46	432.123	338.001	385.195
2.15643e-05	2.53823e+24	7.11356	-4.7661	16.3838	105069	94218.9	88732.1	402.14	362.311	353.649	372.7
2.1709e-05	2.5199e+24	11.8348	9.20892	28.4551	88983.4	91472.8	87218.9	367.227	332.41	349.614	349.75
2.18537e-05	2.59321e+24	-4.81866	-24.3076	7.51237	87876.9	88185.6	85709.1	365.186	342.12	343.874	350.393
2.19985e-05	2.50157e+24	-1.14795	23.3576	-2.98541	87188.2	92123.7	90247.2	361.579	355.251	303.234	340.021
2.21432e-05	2.41911e+24	-17.8029	1.2296	45.1463	106128	90487.8	68332.3	394.44	324.651	285.585	334.892
2.22879e-05	2.63902e+24	4.81905	-2.90302	-0.787412	98295.4	90492.2	92709.8	366.553	357.149	335.801	353.168
2.24326e-05	2.28166e+24	-9.95908	4.33707	-4.7323	85292.5	88111.5	86900.2	301.466	334.565	330.471	322.167
2.25774e-05	2.60237e+24	4.64452	1.3462	-14.2757	81860.9	83098.6	70705.8	334.878	336.237	269.3	313.472
2.27221e-05	2.4466e+24	8.98012	6.89381	2.54362	88098.8	76815.3	98145	363.751	262.919	385.177	337.282
2.28668e-05	2.45576e+24	10.9615	-17.699	2.69111	81591.4	102539	79877.7	296.842	372.447	318.418	329.236
2.30116e-05	2.5199e+24	-6.34247	-22.3451	16.8899	89927.5	91199.6	91935.5	355.111	368.809	358.258	360.726
2.31563e-05	2.33664e+24	22.2482	-38.2391	-29.5622	87730.1	98076.8	79516.2	330.573	387.444	307.008	341.675
2.3301e-05	2.56572e+24	13.4282	10.5527	11.66	93432.6	99766.9	82861.2	333.143	368.718	321.391	341.084
2.34457e-05	2.47409e+24	-0.0508184	-3.48182	23.5667	82111.7	90336.8	92695.3	293.673	380.942	346.826	340.48
2.35905e-05	2.6207e+24	-2.30055	-8.72031	30.4228	86260.5	79551.3	100353	356.1	319.427	415.006	363.511
2.37352e-05	2.66651e+24	-7.47149	-4.28545	19.5697	104686	97684	93876.5	322.687	358.971	317.738	333.132
2.38799e-05	2.48325e+24	15.1034	-2.92765	6.57649	74616.8	84733.7	78045.5	310.444	340.043	328.728	326.405
2.40246e-05	2.51074e+24	0.290423	2.81519	-4.19308	93692	97306.5	97036	367.506	383.128	410.699	387.111
2.41694e-05	2.56572e+24	14.7519	-12.9206	-3.18836	96512.5	90076	83985	402.624	365.684	330.076	366.128
2.43141e-05	2.70317e+24	33.2881	-4.00221	-32.5209	95308.1	87289.2	81723.9	354.924	386.477	332.191	357.864
2.44588e-05	2.40994e+24	-33.3541	-14.6645	16.9185	91130.1	97671.9	78008.3	336.207	368.27	291.389	331.955
2.46036e-05	2.31831e+24	-4.74725	-21.9016	5.17301	86498.6	91087.2	107499	324.368	319.688	403.359	349.138
2.47483e-05	2.4466e+24	39.3391	16.8693	34.5328	100760	82565.1	78525.3	346.252	336.502	313.179	331.978
2.4893e-05	2.58404e+24	-14.7938	24.2423	-28.0753	75937	88253.1	81056.4	316.41	351.998	302.381	323.596
2.50377e-05	2.72149e+24	-17.0264	13.8762	18.4597	87850.2	96209.6	70622.5	353.5	372.071	290.4	338.657
2.51825e-05	2.66651e+24	-32.4263	0.501781	1.04885	85272	105717	78844	321.919	444.518	332.915	366.451
2.53272e-05	2.47409e+24	29.4551	-2.6917	2.31464	80146.4	96566.1	90087	303.593	410.566	371.63	361.93
2.54719e-05	2.35496e+24	-16.1652	4.16067	-16.892	100172	99277.2	96866.1	375.637	350.196	362.287	362.707
2.56166e-05	2.30915e+24	-3.76042	10.9703	54.0047	104336	94146.1	83949.7	360.112	342.466	273.15	325.243
2.57614e-05	2.51074e+24	11.9489	-6.16627	15.5414	103900	95567.3	85736.8	391.728	400.197	352.612	381.512
2.59061e-05	2.53823e+24	19.2787	-18.0059	-11.9218	90163.9	85360	76258	361.632	329.699	329.694	340.342
2.60508e-05	2.68484e+24	3.63098	26.8309	-16.3767	83148.6	100348	87251.6	363.769	401.33	370.586	378.562
2.61955e-05	2.75815e+24	55.6316	-1.41996	24.6592	76958.1	109148	82304.4	313.876	443.453	341.307	366.212
2.63403e-05	2.29082e+24	-11.5366	7.72118	22.7235	80016.8	75857.9	81928.8	320.229	275.012	338.718	311.32
2.6485e-05	2.245e+24	-20.4775	-7.28941	5.7801	80683.4	78840.9	81319.9	314.604	284.532	334.301	311.146
2.66297e-05	2.48325e+24	27.601	45.6897	8.32135	88922.2	94320.8	110937	384.996	367.066	449.335	400.466
2.67745e-05	2.4466e+24	49.6256	5.22537	4.72518	83292.4	86716.7	74579.9	314.683	370.052	259.642	314.792
2.69192e-05	2.694e+24	25.8034	4.22217	-14.4884	106009	81842.4	85535.4	420.918	333.288	372.4	375.535
2.70639e-05	2.55655e+24	-18.2224	10.8317	-27.8209	96178.4	85417.7	92743.4	398.651	325.812	384.529	369.664
2.72086e-05	2.58404e+24	-25.2914	-10.6073	24.4762	83287.9	84365.7	74961.9	324.716	330.703	308.25	321.223
2.73534e-05	2.245e+24	-22.3774	14.9836	15.2607	79448	75158.7	77802.2	328.464	298.288	309.905	312.219
2.74981e-05	2.61153e+24	9.94643	-15.6114	-5.6041	94729.3	86149.1	90210.1	360.032	341.083	317.913	339.676
2.76428e-05	2.49241e+24	-11.0793	10.6267	8.15013	88980.3	87075	78372.2	354.602	330.036	304.729	329.789
2.77875e-05	2.66651e+24	-1.14984	4.17042	2.62916	88296.1	88982.5	80607.5	378.442	373.057	299.033	350.177
2.79323e-05	2.45576e+24	-32.3568	-3.10555	0.399243	75713.2	86296.1	79138.2	292.333	345.856	322.418	320.202
2.8077e-05	2.61153e+24	-33.9859	-56.904	-16.098	79963.2	83989.9	91976.1	315.771	340.867	340.906	332.515
2.82217e-05	2.63902e+24	-2.18942	28.2276	-35.9915	94197.4	77683.1	84930.6	369.922	304.396	346.817	340.378
2.83664e-05	2.61153e+24	11.0861	37.8252	20.2513	89679.5	73985.3	82007	368.679	291.311	340.348	333.446
2.85112e-05	2.5199e+24	-1.82713	12.7804	-2.82252	85740.5	78023.9	89302	322.02	322.201	356.108	333.443
2.86559e-05	2.68484e+24	3.08684	-10.5387	27.8221	81694.4	105389	92728.4	305.982	438.611	364.718	369.77
2.88006e-05	2.30915e+24	-4.61751	21.3242	2.72116	95721.1	91793.7	102129	369.359	360.222	424.088	384.556
2.89454e-05	2.6207e+24	31.9772	-10.1632	-42.5342	86117.7	82754.9	80523.6	365.446	345.443	316.706	342.532
2.90901e-05	2.48325e+24	-15.4246	17.2721	-36.1657	100331	87665.5	91356.1	404.208	354.265	368.044	375.506
2.92348e-05	2.54739e+24	-22.9997	-0.622939	-0.943153	105266	90388.7	81102.8	419.633	308.996	319.681	349.436
2.93795e-05	2.85894e+24	-2.81468	27.0228	-15.6137	100761	82211.4	78506.1	407.964	333.844	320.677	354.162
2.95243e-05	2.53823e+24	-2.83927	24.3094	14.5322	81808.5	93956.7	85716.9	334.222	404.025	307.382	348.543
2.9669e-05	2.66651e+24	-26.8286	5.93962	-30.7054	81045.4	88939.3	105860	332.437	368.117	447.249	382.601
2.98137e-05	2.57488e+24	4.83804	-14.1578	13.8905	86442.8	81881.7	85355.7	362.097	326.106	367.626	351.943
2.99584e-05	2.31831e+24	27.4643	9.71357	11.0536	89861.8	71230.1	94616.8	367.645	279.902	342.218	329.922
3.01032e-05	2.52906e+24	0.55666	11.179	3.00598	87621.7	87690.5	88204.2	323.296	320.348	334.671	326.105
3.02479e-05	2.4466e+24	11.5319	-20.5726	3.23546	84140.2	95280	100542	343.401	402.211	375.52	373.71
3.03926e-05	2.38245e+24	4.20164	7.28434	2.40826	78935.2	109040	80455.2	311.214	429.46	340.731	360.468
3.05373e-05	2.47409e+24	-0.0386873	-17.9922	13.7731	86838.5	96594	103258	359.597	390.181	434.079	394.619
3.06821e-05	2.52906e+24	0.515348	14.0315	42.1703	92804.8	88867	89314.9	348.417	361.044	307.49	338.984
3.08268e-05	2.60237e+24	-6.15734	-19.6432	-4.10869	82997.5	83537.4	85339.7	353.502	341.875	358.692	351.357
3.09715e-05	2.36413e+24	-3.56217	17.0994	20.1678	86147.1	89427	103081	339.198	305.5	413.734	352.811
3.11163e-05	2.38245e+24	20.2688	-5.83788	-4.84168	77630.4	82668	91571.4	312.029	330.516	327.243	323.262
3.1261e-05	2.80396e+24	2.36127	31.969	37.3179	90163.8	83102.2	97279.3	385.535	318.106	398.41	367.351
3.14057e-05	2.53823e+24	14.1949	22.1803	-4.8533	72057.2	82620.3	88053.2	299.376	348.228	353.284	333.629
3.15504e-05	2.36413e+24	23.739	18.4787	12.6872	78531.8	81213.6	97975	289.978	337.729	387.834	338.514
3.16952e-05	2.47409e+24	-27.9738	-1.17868	17.3676	89602.1	81159.7	75747.3	353.272	320.36	320.423	331.352
3.18399e-05	2.3458e+24	23.8721	6.94761	-9.47493	80896.6	82295.4	88246	298.152	348.577	379.077	341.936
3.19846e-05	2.77647e+24	19.0709	-23.3812	-34.7122	64616	83958	85684.1	251.538	337.654	342.215	310.469
3.21293e-05	2.59321e+24	17.4327	38.8511	-5.31981	84170.7	85308.8	77197.2	291.181	357.655	318.52	322.452
3.22741e-05	2.50157e+24	22.3431	-0.0836647	16.1684	96890.4	90680.7	80124.3	393.494	371.354	332.228	365.692
3.24188e-05	2.39162e+24	21.0583	-18.7547	-54.3751	82007.8	82464.9	86281.8	323.549	330.463	324.9	326.304
3.25635e-05	2.54739e+24	3.15794	-6.66509	-3.78432	83392	78411.4	84496.4	354.632	328.438	359.735	347.602
3.27083e-05	2.90476e+24	48.939	2.34748	5.87816	83816.8	81391.5	90089	341.347	352.468	388.6	360.805
